"code","area","city","provider","cost","remarks"
"MGL10520","Kab. Magelang","Borobudur","JNE Reguler",23000,"3 - 6 hari"
"MJK10000","Kab. Mojokerto","Mojokerto","JNE Reguler",20000,"1 - 2 hari"
"MJK10001","Kab. Mojokerto","Bangsal","JNE Reguler",20000,"1 - 2 hari"
"MJK10002","Kab. Mojokerto","Dawarblandong","JNE Reguler",20000,"1 - 2 hari"
"MJK10003","Kab. Mojokerto","Dlanggu","JNE Reguler",20000,"1 - 2 hari"
"MJK10004","Kab. Mojokerto","Gedeg","JNE Reguler",20000,"1 - 2 hari"
"MJK10005","Kab. Mojokerto","Gondang","JNE Reguler",20000,"1 - 2 hari"
"MJK10006","Kab. Mojokerto","Jatirejo","JNE Reguler",20000,"1 - 2 hari"
"MJK10007","Kab. Mojokerto","Jetis","JNE Reguler",20000,"1 - 2 hari"
"MJK10008","Kab. Mojokerto","Kemlagi","JNE Reguler",20000,"1 - 2 hari"
"MJK10009","Kab. Mojokerto","Kutorejo","JNE Reguler",20000,"1 - 2 hari"
"MJK10010","Kab. Mojokerto","Mojosari","JNE Reguler",20000,"1 - 2 hari"
"MJK10011","Kab. Mojokerto","Ngoro","JNE Reguler",20000,"1 - 2 hari"
"MJK10012","Kab. Mojokerto","Pacet","JNE Reguler",20000,"1 - 2 hari"
"MJK10013","Kab. Mojokerto","Pungging","JNE Reguler",20000,"1 - 2 hari"
"MJK10014","Kab. Mojokerto","Puri","JNE Reguler",20000,"1 - 2 hari"
"MJK10015","Kab. Mojokerto","Sooko","JNE Reguler",20000,"1 - 2 hari"
"MJK10016","Kab. Mojokerto","Trawas","JNE Reguler",20000,"1 - 2 hari"
"MJK10017","Kab. Mojokerto","Trowulan","JNE Reguler",20000,"1 - 2 hari"
"MJK10020","Kab. Sidoarjo","Balongbendo","JNE Reguler",20000,"1 - 2 hari"
"MJK10021","Kab. Mojokerto","Mojoanyar","JNE Reguler",20000,"1 - 2 hari"
"MJK10022","Kota Mojokerto","Magersari","JNE Reguler",20000,"1 - 2 hari"
"MJK10023","Kota Mojokerto","Parajurit Kulon","JNE Reguler",20000,"1 - 2 hari"
"MJK10025","Kab. Sidoarjo","Tarik","JNE Reguler",20000,"1 - 2 hari"
"MJK10026","Kab. Sidoarjo","Prambon","JNE Reguler",20000,"1 - 2 hari"
"MXG10000","Kota Malang","Malang","JNE Reguler",20000,"1 - 2 hari"
"MXG10035","Kota Malang","Blimbing","JNE Reguler",20000,"1 - 2 hari"
"MXG10036","Kota Malang","Kedungkandang","JNE Reguler",20000,"1 - 2 hari"
"MXG10037","Kota Malang","Klojen","JNE Reguler",20000,"1 - 2 hari"
"MXG10038","Kota Malang","Lowokwaru","JNE Reguler",20000,"1 - 2 hari"
"MXG10039","Kota Malang","Sukun","JNE Reguler",20000,"1 - 2 hari"
"MXG20100","Kab. Blitar","Blitar","JNE Reguler",24000,"2 - 3 hari"
"MXG20101","Kab. Blitar","Bakung","JNE Reguler",29000,"3 - 6 hari"
"MXG20102","Kab. Blitar","Binangun","JNE Reguler",29000,"3 - 6 hari"
"MXG20103","Kab. Blitar","Doko","JNE Reguler",29000,"3 - 6 hari"
"MXG20104","Kab. Blitar","Gandusari","JNE Reguler",29000,"3 - 6 hari"
"MXG20105","Kab. Blitar","Garum","JNE Reguler",29000,"3 - 6 hari"
"MXG20106","Kab. Blitar","Kademangan","JNE Reguler",29000,"3 - 6 hari"
"MXG20107","Kab. Blitar","Kanigoro","JNE Reguler",29000,"3 - 6 hari"
"MXG20108","Kab. Blitar","Kesamben","JNE Reguler",29000,"3 - 6 hari"
"MXG20109","Kab. Blitar","Nglegok","JNE Reguler",29000,"3 - 6 hari"
"MXG20110","Kab. Blitar","Panggungrejo","JNE Reguler",29000,"3 - 6 hari"
"MXG20111","Kab. Blitar","Ponggok","JNE Reguler",29000,"3 - 6 hari"
"MXG20112","Kab. Blitar","Sanankulon","JNE Reguler",29000,"3 - 6 hari"
"MXG20113","Kab. Blitar","Selorejo","JNE Reguler",29000,"3 - 6 hari"
"MXG20114","Kab. Blitar","Srengat","JNE Reguler",29000,"3 - 6 hari"
"MXG20115","Kab. Blitar","Sutojayan","JNE Reguler",29000,"3 - 6 hari"
"MXG20116","Kab. Blitar","Talun","JNE Reguler",29000,"3 - 6 hari"
"MXG20117","Kab. Blitar","Udanawu","JNE Reguler",29000,"3 - 6 hari"
"MXG20118","Kab. Blitar","Wates","JNE Reguler",29000,"3 - 6 hari"
"MXG20119","Kab. Blitar","Wlingi","JNE Reguler",24000,"2 - 3 hari"
"MXG20120","Kab. Blitar","Wonodadi","JNE Reguler",29000,"3 - 6 hari"
"MXG20121","Kab. Blitar","Wonotirto","JNE Reguler",29000,"3 - 6 hari"
"MXG20122","Kab. Blitar","Selopuro","JNE Reguler",29000,"3 - 6 hari"
"MXG20123","Kota Blitar","Kepanjenkidul","JNE Reguler",29000,"3 - 6 hari"
"MXG20124","Kota Blitar","Sananwetan","JNE Reguler",29000,"3 - 6 hari"
"MXG20125","Kota Blitar","Sukorejo","JNE Reguler",29000,"3 - 6 hari"
"MXG20200","Kota Batu","Batu","JNE Reguler",24000,"2 - 3 hari"
"MXG20204","Kota Batu","Bumiaji","JNE Reguler",29000,"3 - 6 hari"
"MXG20205","Kota Batu","Junrejo","JNE Reguler",29000,"3 - 6 hari"
"MXG20300","Kab. Malang","Kepanjen","JNE Reguler",24000,"2 - 3 hari"
"MXG20301","Kab. Malang","Ampelgading","JNE Reguler",29000,"3 - 6 hari"
"MXG20302","Kab. Malang","Bantur","JNE Reguler",29000,"3 - 6 hari"
"MXG20303","Kab. Malang","Bululawang","JNE Reguler",29000,"3 - 6 hari"
"MXG20304","Kab. Malang","Dampit","JNE Reguler",29000,"3 - 6 hari"
"MXG20305","Kab. Malang","Dau","JNE Reguler",29000,"3 - 6 hari"
"MXG20306","Kab. Malang","Donomulyo","JNE Reguler",29000,"3 - 6 hari"
"MXG20307","Kab. Malang","Gedangan","JNE Reguler",29000,"3 - 6 hari"
"MXG20308","Kab. Malang","Gondanglegi","JNE Reguler",29000,"3 - 6 hari"
"MXG20309","Kab. Malang","Jabung","JNE Reguler",29000,"3 - 6 hari"
"MXG20310","Kab. Malang","Kalipare","JNE Reguler",29000,"3 - 6 hari"
"MXG20311","Kab. Malang","Karangploso","JNE Reguler",29000,"3 - 6 hari"
"MXG20312","Kab. Malang","Kromengan","JNE Reguler",29000,"3 - 6 hari"
"MXG20313","Kab. Malang","Ngajum","JNE Reguler",29000,"3 - 6 hari"
"MXG20314","Kab. Malang","Pagak","JNE Reguler",29000,"3 - 6 hari"
"MXG20315","Kab. Malang","Pakis","JNE Reguler",29000,"3 - 6 hari"
"MXG20316","Kab. Malang","Pakisaji","JNE Reguler",29000,"3 - 6 hari"
"MXG20317","Kab. Malang","Poncokusumo","JNE Reguler",29000,"3 - 6 hari"
"MXG20318","Kab. Malang","Singosari","JNE Reguler",29000,"3 - 6 hari"
"MXG20319","Kab. Malang","Sumberpucung","JNE Reguler",29000,"3 - 6 hari"
"MXG20320","Kab. Malang","Sumbermanjing Wetan","JNE Reguler",29000,"3 - 6 hari"
"MXG20321","Kab. Malang","Tajinan","JNE Reguler",29000,"3 - 6 hari"
"MXG20322","Kab. Malang","Tirtoyudo","JNE Reguler",29000,"3 - 6 hari"
"MXG20323","Kab. Malang","Turen","JNE Reguler",29000,"3 - 6 hari"
"MXG20324","Kab. Malang","Tumpang","JNE Reguler",29000,"3 - 6 hari"
"MXG20325","Kab. Malang","Wagir","JNE Reguler",29000,"3 - 6 hari"
"MXG20326","Kab. Malang","Wajak","JNE Reguler",29000,"3 - 6 hari"
"MXG20327","Kab. Malang","Wonosari","JNE Reguler",29000,"3 - 6 hari"
"MXG20328","Kab. Malang","Ngantang","JNE Reguler",29000,"3 - 6 hari"
"MXG20329","Kab. Malang","Pujon","JNE Reguler",29000,"3 - 6 hari"
"MXG20330","Kab. Malang","Kasembon","JNE Reguler",29000,"3 - 6 hari"
"MXG20331","Kab. Malang","Lawang","JNE Reguler",29000,"3 - 6 hari"
"MXG20332","Kab. Malang","Pagelaran","JNE Reguler",29000,"3 - 6 hari"
"NBX10000","Kab. Nabire","Nabire","JNE Reguler",98000,"4 - 6 hari"
"NBX30001","Kab. Nabire","Dipa","JNE Reguler",157000,"8 - 10 hari"
"NBX30002","Kab. Nabire","Makimi","JNE Reguler",157000,"8 - 10 hari"
"NBX30003","Kab. Nabire","Mapia","JNE Reguler",157000,"8 - 10 hari"
"NBX30004","Kab. Nabire","Menou","JNE Reguler",157000,"8 - 10 hari"
"NBX30005","Kab. Nabire","Nabire barat","JNE Reguler",157000,"8 - 10 hari"
"NBX30006","Kab. Nabire","Napan","JNE Reguler",157000,"8 - 10 hari"
"NBX30007","Kab. Nabire","Obano","JNE Reguler",157000,"8 - 10 hari"
"NBX30008","Kab. Nabire","Siriwo","JNE Reguler",157000,"8 - 10 hari"
"NBX30009","Kab. Nabire","Teluk Kimi","JNE Reguler",157000,"8 - 10 hari"
"NBX30010","Kab. Nabire","Teluk Umar","JNE Reguler",157000,"8 - 10 hari"
"NBX30011","Kab. Nabire","Uwapa","JNE Reguler",157000,"8 - 10 hari"
"NBX30012","Kab. Nabire","Wanggar","JNE Reguler",157000,"8 - 10 hari"
"NBX30013","Kab. Nabire","Wapoga","JNE Reguler",157000,"8 - 10 hari"
"NBX30014","Kab. Nabire","Yaro","JNE Reguler",157000,"8 - 10 hari"
"NBX30015","Kab. Nabire","Yaur","JNE Reguler",157000,"8 - 10 hari"
"NBX30100","Kab. Dogiyai","Kamu","JNE Reguler",125000,"6 - 8 hari"
"NBX30101","Kab. Dogiyai","Kamu Selatan","JNE Reguler",157000,"8 - 10 hari"
"NBX30102","Kab. Dogiyai","Kamu Timur","JNE Reguler",157000,"8 - 10 hari"
"NBX30103","Kab. Dogiyai","Kamu Utara","JNE Reguler",157000,"8 - 10 hari"
"NBX30104","Kab. Dogiyai","Sukikai","JNE Reguler",157000,"8 - 10 hari"
"NBX30105","Kab. Dogiyai","Sukikai Selatan","JNE Reguler",157000,"8 - 10 hari"
"NBX30200","Kab. Paniai","Enarotali","JNE Reguler",125000,"6 - 8 hari"
"NBX30201","Kab. Paniai","Agisiga","JNE Reguler",157000,"8 - 10 hari"
"NBX30202","Kab. Paniai","Aradide","JNE Reguler",157000,"8 - 10 hari"
"NBX30203","Kab. Paniai","Biandoga","JNE Reguler",157000,"8 - 10 hari"
"NBX30204","Kab. Paniai","Bibida","JNE Reguler",157000,"8 - 10 hari"
"NBX30205","Kab. Paniai","Bogoboida","JNE Reguler",157000,"8 - 10 hari"
"NBX30206","Kab. Paniai","Homeyo","JNE Reguler",157000,"8 - 10 hari"
"NBX30207","Kab. Paniai","Paniai Barat","JNE Reguler",157000,"8 - 10 hari"
"NBX30208","Kab. Paniai","Paniai Barat","JNE Reguler",157000,"8 - 10 hari"
"NBX30300","Kab. Puncak Jaya","Mulia","JNE Reguler",125000,"6 - 8 hari"
"NBX30301","Kab. Puncak Jaya","Beoga","JNE Reguler",157000,"8 - 10 hari"
"NBX30302","Kab. Puncak Jaya","Fawi","JNE Reguler",157000,"8 - 10 hari"
"NBX30303","Kab. Puncak Jaya","Ilaga","JNE Reguler",157000,"8 - 10 hari"
"NBX30304","Kab. Puncak Jaya","Ilu","JNE Reguler",157000,"8 - 10 hari"
"NBX30305","Kab. Puncak Jaya","Sinak","JNE Reguler",157000,"8 - 10 hari"
"NBX30400","Kab. Mappi","Kepi","JNE Reguler",125000,"6 - 8 hari"
"NBX30401","Kab. Mappi","Assue","JNE Reguler",157000,"8 - 10 hari"
"NBX30402","Kab. Mappi","Citak Mitak","JNE Reguler",157000,"8 - 10 hari"
"NBX30403","Kab. Mappi","Edera","JNE Reguler",157000,"8 - 10 hari"
"NBX30404","Kab. Mappi","Haju","JNE Reguler",157000,"8 - 10 hari"
"NBX30405","Kab. Mappi","Nambioman Bapai","JNE Reguler",157000,"8 - 10 hari"
"NBX30406","Kab. Mappi","Obaa","JNE Reguler",157000,"8 - 10 hari"
"NBX30500","Kab. Intan Jaya","Sugapa","JNE Reguler",125000,"6 - 8 hari"
"NBX30501","Kab. Intan Jaya","Agisiga","JNE Reguler",157000,"8 - 10 hari"
"NBX30502","Kab. Intan Jaya","Biandoga","JNE Reguler",157000,"8 - 10 hari"
"NBX30503","Kab. Intan Jaya","Hitadipa","JNE Reguler",157000,"8 - 10 hari"
"NBX30504","Kab. Intan Jaya","Homeyo","JNE Reguler",157000,"8 - 10 hari"
"NBX30505","Kab. Intan Jaya","Intan Jaya","JNE Reguler",157000,"8 - 10 hari"
"NBX30506","Kab. Intan Jaya","Wandai","JNE Reguler",157000,"8 - 10 hari"
"NBX30600","Kab. Deiyai","Tigi","JNE Reguler",125000,"6 - 8 hari"
"NBX30601","Kab. Deiyai","Bowobado","JNE Reguler",157000,"8 - 10 hari"
"NBX30602","Kab. Deiyai","Kapiraya","JNE Reguler",157000,"8 - 10 hari"
"NBX30603","Kab. Deiyai","Tigi Timur","JNE Reguler",157000,"8 - 10 hari"
"NBX30604","Kab. Deiyai","Tigi Barat","JNE Reguler",157000,"8 - 10 hari"
"PBL10000","Kab. Probolinggo","Probolinggo","JNE Reguler",20000,"1 - 2 hari"
"PBL10001","Kab. Probolinggo","Banyuanyar","JNE Reguler",29000,"3 - 6 hari"
"PBL10002","Kab. Probolinggo","Bantaran","JNE Reguler",29000,"3 - 6 hari"
"PBL10003","Kab. Probolinggo","Besuk","JNE Reguler",29000,"3 - 6 hari"
"PBL10004","Kab. Probolinggo","Dringu","JNE Reguler",29000,"3 - 6 hari"
"PBL10005","Kab. Probolinggo","Gending","JNE Reguler",29000,"3 - 6 hari"
"PBL10006","Kab. Probolinggo","Kotaanyar","JNE Reguler",29000,"3 - 6 hari"
"PBL10007","Kab. Probolinggo","Kraksaan","JNE Reguler",24000,"1 - 2 hari"
"PBL10008","Kab. Probolinggo","Krejengan","JNE Reguler",29000,"3 - 6 hari"
"PBL10009","Kab. Probolinggo","Krucil","JNE Reguler",29000,"3 - 6 hari"
"PBL10010","Kab. Probolinggo","Kuripan","JNE Reguler",29000,"3 - 6 hari"
"PBL10011","Kab. Probolinggo","Leces","JNE Reguler",29000,"3 - 6 hari"
"PBL10012","Kab. Probolinggo","Lumbang","JNE Reguler",29000,"3 - 6 hari"
"PBL10013","Kab. Probolinggo","Maron","JNE Reguler",29000,"3 - 6 hari"
"PBL10014","Kab. Probolinggo","Paiton","JNE Reguler",24000,"2 - 3 hari"
"PBL10015","Kab. Probolinggo","Pajarakan","JNE Reguler",29000,"3 - 6 hari"
"PBL10016","Kab. Probolinggo","Pakuniran","JNE Reguler",29000,"3 - 6 hari"
"PBL10017","Kab. Probolinggo","Sukapura","JNE Reguler",29000,"3 - 6 hari"
"PBL10018","Kab. Probolinggo","Sumber","JNE Reguler",29000,"3 - 6 hari"
"PBL10019","Kab. Probolinggo","Sumberasih","JNE Reguler",29000,"3 - 6 hari"
"PBL10020","Kab. Probolinggo","Tegalsiwalan","JNE Reguler",29000,"3 - 6 hari"
"PBL10021","Kab. Probolinggo","Tiris","JNE Reguler",29000,"3 - 6 hari"
"PBL10022","Kab. Probolinggo","Tongas","JNE Reguler",29000,"3 - 6 hari"
"PBL10024","Kab. Probolinggo","Wonomerto","JNE Reguler",29000,"3 - 6 hari"
"PBL10025","Kota Probolinggo","Kademangan","JNE Reguler",24000,"2 - 3 hari"
"PBL10026","Kota Probolinggo","Mayangan","JNE Reguler",24000,"2 - 3 hari"
"PBL10027","Kab. Probolinggo","Gading","JNE Reguler",29000,"3 - 6 hari"
"PBL10028","Kota Probolinggo","Wonoasih","JNE Reguler",24000,"2 - 3 hari"
"PBL10029","Kota Probolinggo","Kedopok","JNE Reguler",24000,"2 - 3 hari"
"PBL10030","Kota Probolinggo","Kanigaran","JNE Reguler",24000,"2 - 3 hari"
"PBL20100","Kab. Lumajang","Lumajang","JNE Reguler",24000,"2 - 3 hari"
"PBL20101","Kab. Lumajang","Candipuro","JNE Reguler",29000,"3 - 6 hari"
"PBL20102","Kab. Lumajang","Gucialit","JNE Reguler",29000,"3 - 6 hari"
"PBL20103","Kab. Lumajang","Jatiroto","JNE Reguler",29000,"3 - 6 hari"
"PBL20104","Kab. Lumajang","Klakah","JNE Reguler",29000,"3 - 6 hari"
"PBL20105","Kab. Lumajang","Kedungjajang","JNE Reguler",29000,"3 - 6 hari"
"PBL20106","Kab. Lumajang","Kunir","JNE Reguler",29000,"3 - 6 hari"
"PBL20107","Kab. Lumajang","Pasirian","JNE Reguler",29000,"3 - 6 hari"
"PBL20108","Kab. Lumajang","Pronojiwo","JNE Reguler",29000,"3 - 6 hari"
"PBL20109","Kab. Lumajang","Randuagung","JNE Reguler",29000,"3 - 6 hari"
"PBL20110","Kab. Lumajang","Ranuyoso","JNE Reguler",29000,"3 - 6 hari"
"PBL20111","Kab. Lumajang","Rowokangkung","JNE Reguler",29000,"3 - 6 hari"
"PBL20112","Kab. Lumajang","Senduro","JNE Reguler",29000,"3 - 6 hari"
"PBL20113","Kab. Lumajang","Sukodono","JNE Reguler",29000,"3 - 6 hari"
"PBL20114","Kab. Lumajang","Tekung","JNE Reguler",29000,"3 - 6 hari"
"PBL20115","Kab. Lumajang","Tempursari","JNE Reguler",29000,"3 - 6 hari"
"PBL20116","Kab. Lumajang","Tempeh","JNE Reguler",29000,"3 - 6 hari"
"PBL20117","Kab. Lumajang","Yosowilangun","JNE Reguler",29000,"3 - 6 hari"
"PBL20118","Kab. Lumajang","Padang","JNE Reguler",29000,"3 - 6 hari"
"PBL20119","Kab. Lumajang","Pasrujambe","JNE Reguler",29000,"3 - 6 hari"
"PBL20120","Kab. Lumajang","Sumbersoko","JNE Reguler",29000,"3 - 6 hari"
"PBL20200","Kab Situbondo","Situbondo","JNE Reguler",24000,"2 - 3 hari"
"PBL20201","Kab Situbondo","Arjasa","JNE Reguler",29000,"3 - 6 hari"
"PBL20202","Kab Situbondo","Asembagus","JNE Reguler",29000,"3 - 6 hari"
"PBL20203","Kab Situbondo","Banyuputih","JNE Reguler",29000,"3 - 6 hari"
"PBL20204","Kab Situbondo","Banyuglugur","JNE Reguler",29000,"3 - 6 hari"
"PBL20205","Kab Situbondo","Besuki","JNE Reguler",29000,"3 - 6 hari"
"PBL20206","Kab Situbondo","Bungatan","JNE Reguler",29000,"3 - 6 hari"
"PBL20207","Kab Situbondo","Jangkar","JNE Reguler",29000,"3 - 6 hari"
"PBL20208","Kab Situbondo","Jatibanteng","JNE Reguler",29000,"3 - 6 hari"
"PBL20209","Kab Situbondo","Kapongan","JNE Reguler",29000,"3 - 6 hari"
"PBL20210","Kab Situbondo","Kendit","JNE Reguler",29000,"3 - 6 hari"
"PBL20211","Kab Situbondo","Mangaran","JNE Reguler",29000,"3 - 6 hari"
"PBL20212","Kab Situbondo","Mlandingan","JNE Reguler",29000,"3 - 6 hari"
"PBL20213","Kab Situbondo","Panarukan","JNE Reguler",29000,"3 - 6 hari"
"PBL20214","Kab Situbondo","Suboh","JNE Reguler",29000,"3 - 6 hari"
"PBL20215","Kab Situbondo","Sumber Malang","JNE Reguler",29000,"3 - 6 hari"
"PBL20216","Kab Situbondo","Panji","JNE Reguler",29000,"3 - 6 hari"
"PDG10000","Kota Padang","Padang","JNE Reguler",25000,"1 - 2 hari"
"PDG10008","Kota Padang","Bungus Teluk Kabung","JNE Reguler",25000,"1 - 2 hari"
"PDG10009","Kota Padang","Koto Tangah","JNE Reguler",25000,"1 - 2 hari"
"PDG10010","Kota Padang","Kuranji","JNE Reguler",25000,"1 - 2 hari"
"PDG10011","Kota Padang","Lubuk Begalung","JNE Reguler",25000,"1 - 2 hari"
"PDG10012","Kota Padang","Lubuk Kilangan","JNE Reguler",25000,"1 - 2 hari"
"PDG10013","Kota Padang","Nanggalo","JNE Reguler",25000,"1 - 2 hari"
"PDG10014","Kota Padang","Padang Barat","JNE Reguler",25000,"1 - 2 hari"
"PDG10015","Kota Padang","Padang Selatan","JNE Reguler",25000,"1 - 2 hari"
"PDG10016","Kota Padang","Padang Timur","JNE Reguler",25000,"1 - 2 hari"
"PDG10017","Kota Padang","Padang Utara","JNE Reguler",25000,"1 - 2 hari"
"PDG10018","Kota Padang","Pauh","JNE Reguler",25000,"1 - 2 hari"
"PDG20100","Kab. Tanah Datar","Batu Sangkar","JNE Reguler",34000,"2 - 3 hari"
"PDG20101","Kab. Tanah Datar","Batipuh","JNE Reguler",43000,"3 - 6 hari"
"PDG20103","Kab. Tanah Datar","Lintau Buo","JNE Reguler",43000,"3 - 6 hari"
"PDG20106","Kab. Tanah Datar","Pariangan","JNE Reguler",43000,"3 - 6 hari"
"PDG20107","Kab. Tanah Datar","Rambatan","JNE Reguler",43000,"3 - 6 hari"
"PDG20108","Kab. Tanah Datar","Salimpaung","JNE Reguler",43000,"3 - 6 hari"
"PDG20110","Kab. Tanah Datar","Sungai Tarab","JNE Reguler",43000,"3 - 6 hari"
"PDG20111","Kab. Tanah Datar","Sungayang","JNE Reguler",43000,"3 - 6 hari"
"PDG20112","Kab. Tanah Datar","Tanjung Emas","JNE Reguler",43000,"3 - 6 hari"
"PDG20114","Kab. Tanah Datar","Batipuh Selatan","JNE Reguler",43000,"3 - 6 hari"
"PDG20115","Kab. Tanah Datar","Lima Kaum","JNE Reguler",43000,"3 - 6 hari"
"PDG20116","Kab. Tanah Datar","Lintau Buo Utara","JNE Reguler",43000,"3 - 6 hari"
"PDG20117","Kab. Tanah Datar","Padang Ganting","JNE Reguler",43000,"3 - 6 hari"
"PDG20118","Kab. Tanah Datar","Sepuluh Koto","JNE Reguler",43000,"3 - 6 hari"
"PDG20119","Kab. Tanah Datar","Tanjung Baru","JNE Reguler",43000,"3 - 6 hari"
"PDG20200","Kota Bukit Tinggi","Bukit Tinggi","JNE Reguler",34000,"2 - 3 hari"
"PDG20211","Kota Bukit Tinggi","Aur Birugo Tigo Baleh","JNE Reguler",34000,"2 - 3 hari"
"PDG20212","Kota Bukit Tinggi","Mandiangin Koto Selayan","JNE Reguler",34000,"2 - 3 hari"
"PDG20213","Kota Bukit Tinggi","Guguk Panjang","JNE Reguler",34000,"2 - 3 hari"
"PDG20300","Kab. Pasaman","Lubuk Sikaping","JNE Reguler",34000,"2 - 3 hari"
"PDG20301","Kab. Pasaman","Bonjol","JNE Reguler",43000,"3 - 6 hari"
"PDG20305","Kab. Pasaman","Panti","JNE Reguler",43000,"3 - 6 hari"
"PDG20308","Kab. Pasaman","RAO MAPAT TUNGGUL","JNE Reguler",43000,"3 - 6 hari"
"PDG20314","Kab. Pasaman","III Nagari","JNE Reguler",43000,"3 - 6 hari"
"PDG20315","Kab. Pasaman","Mapat Tunggul Selatan","JNE Reguler",43000,"3 - 6 hari"
"PDG20316","Kab. Pasaman","II Koto","JNE Reguler",43000,"3 - 6 hari"
"PDG20325","Kab. Pasaman","Mapat Tunggul","JNE Reguler",43000,"3 - 6 hari"
"PDG20500","Kab. Pesisir Selatan","Painan","JNE Reguler",34000,"2 - 3 hari"
"PDG20501","Kab. Pesisir Selatan","Batang Kapas","JNE Reguler",43000,"3 - 6 hari"
"PDG20503","Kab. Pesisir Selatan","Bayang","JNE Reguler",43000,"3 - 6 hari"
"PDG20505","Kab. Pesisir Selatan","Koto XI Tarusan","JNE Reguler",43000,"3 - 6 hari"
"PDG20506","Kab. Pesisir Selatan","Lengayang","JNE Reguler",43000,"3 - 6 hari"
"PDG20510","Kab. Pesisir Selatan","Pancung Soal","JNE Reguler",43000,"3 - 6 hari"
"PDG20511","Kab. Pesisir Selatan","Ranah Pesisir","JNE Reguler",43000,"3 - 6 hari"
"PDG20513","Kab. Pesisir Selatan","Basa IV Balai Tapan","JNE Reguler",43000,"3 - 6 hari"
"PDG20514","Kab. Pesisir Selatan","Bayang Utara","JNE Reguler",43000,"3 - 6 hari"
"PDG20515","Kab. Pesisir Selatan","Linggo Sari Baganti","JNE Reguler",43000,"3 - 6 hari"
"PDG20516","Kab. Pesisir Selatan","Lunang Silaut","JNE Reguler",43000,"3 - 6 hari"
"PDG20517","Kab. Pesisir Selatan","Sutera","JNE Reguler",43000,"3 - 6 hari"
"PDG20518","Kab. Pesisir Selatan","IV Jurai","JNE Reguler",43000,"3 - 6 hari"
"PDG20600","Kab. Padang Pariaman","Pariaman","JNE Reguler",34000,"2 - 3 hari"
"PDG20601","Kab. Padang Pariaman","Batang Anai","JNE Reguler",43000,"3 - 6 hari"
"PDG20602","Kab. Padang Pariaman","II.X.XI.VI Lingkung","JNE Reguler",43000,"3 - 6 hari"
"PDG20604","Kab. Padang Pariaman","V Koto Kp Dalam","JNE Reguler",43000,"3 - 6 hari"
"PDG20606","Kab. Padang Pariaman","Lubuk Alung","JNE Reguler",34000,"2 - 3 hari"
"PDG20608","Kab. Padang Pariaman","Nan Sabaris","JNE Reguler",43000,"3 - 6 hari"
"PDG20610","Kab. Padang Pariaman","Sungai Limau","JNE Reguler",43000,"3 - 6 hari"
"PDG20612","Kab. Padang Pariaman","Sungai Geringging","JNE Reguler",43000,"3 - 6 hari"
"PDG20614","Kab. Padang Pariaman","VII Koto Sungai Sarik","JNE Reguler",43000,"3 - 6 hari"
"PDG20616","Kab. Padang Pariaman","Batang Gasan","JNE Reguler",43000,"3 - 6 hari"
"PDG20619","Kab. Padang Pariaman","Padang Sago","JNE Reguler",43000,"3 - 6 hari"
"PDG20620","Kab. Padang Pariaman","Patamuan","JNE Reguler",43000,"3 - 6 hari"
"PDG20621","Kab. Padang Pariaman","Sintuk Toboh Gadang","JNE Reguler",43000,"3 - 6 hari"
"PDG20624","Kab. Padang Pariaman","Ulakan Tapakis","JNE Reguler",43000,"3 - 6 hari"
"PDG20625","Kota Pariaman","Pariaman Selatan","JNE Reguler",34000,"2 - 3 hari"
"PDG20626","Kota Pariaman","Pariaman Tengah","JNE Reguler",34000,"2 - 3 hari"
"PDG20627","Kota Pariaman","Pariaman Utara","JNE Reguler",34000,"2 - 3 hari"
"PDG20628","Kab. Padang Pariaman","IV Koto Aur Malintang","JNE Reguler",43000,"3 - 6 hari"
"PDG20629","Kab. Padang Pariaman","V Koto Timur","JNE Reguler",43000,"3 - 6 hari"
"PDG20630","Kab. Padang Pariaman","VI Lingkung","JNE Reguler",43000,"3 - 6 hari"
"PDG20632","Kab. Padang Pariaman","2 X 11 Kayu Tanam","JNE Reguler",43000,"3 - 6 hari"
"PDG20700","Kota Payakumbuh","Payakumbuh","JNE Reguler",34000,"2 - 3 hari"
"PDG20721","Kota Payakumbuh","Payakumbuh Barat","JNE Reguler",34000,"2 - 3 hari"
"PDG20722","Kota Payakumbuh","Payakumbuh Timur","JNE Reguler",34000,"2 - 3 hari"
"PDG20723","Kota Payakumbuh","Payakumbuh Utara","JNE Reguler",34000,"2 - 3 hari"
"PDG20800","Kota Sawahlunto","Sawahlunto","JNE Reguler",34000,"2 - 3 hari"
"PDG20803","Kota Sawahlunto","Barangin","JNE Reguler",34000,"2 - 3 hari"
"PDG20804","Kota Sawahlunto","Lembah Segar","JNE Reguler",34000,"2 - 3 hari"
"PDG20805","Kota Sawahlunto","Silungkang","JNE Reguler",34000,"2 - 3 hari"
"PDG20806","Kota Sawahlunto","Talawi","JNE Reguler",34000,"2 - 3 hari"
"PDG20900","Kota Solok","Solok","JNE Reguler",34000,"2 - 3 hari"
"PDG20939","Kota Solok","Lubuk Sikarah","JNE Reguler",34000,"2 - 3 hari"
"PDG20940","Kota Solok","Tanjung Harapan","JNE Reguler",34000,"2 - 3 hari"
"PDG21100","Kota Padang Panjang","Padang Panjang","JNE Reguler",34000,"2 - 3 hari"
"PDG21102","Kota Padang Panjang","Padang Panjang Barat","JNE Reguler",34000,"2 - 3 hari"
